t_s,p99_additive,p99_joint,bias_pct
1.0,0.0704875361880385,0.06799133141777852,3.671357389549912
2.0,0.0715466086698526,0.06777191167159478,5.569707132578805
3.0,0.07241186426809251,0.0679381828504218,6.584929460831068
4.0,0.07314973463223644,0.06791154883567252,7.713247431948433
5.0,0.07386379027598144,0.06804108893670477,8.557625150140158
6.0,0.07431255977777143,0.0686543850114134,8.241534412430319
7.0,0.07491996117461278,0.06852614478134242,9.330477314420872
8.0,0.07551836967104443,0.06864562508403792,10.011919300891648
9.0,0.07592183318573031,0.06860001773472306,10.673197606625685
10.0,0.07642948765649481,0.06833865840576661,11.839315315042054
11.0,0.07668113086504597,0.06834921161275911,12.190219983066331
12.0,0.07708585781545889,0.06853273824967704,12.48034119783934
13.0,0.0774022722258777,0.06862023131596236,12.798034546806413
14.0,0.07747231740622829,0.06878058543166478,12.636897345398367
15.0,0.07799776189593957,0.0685577169143135,13.769485634162315
16.0,0.07830627078716762,0.06857358909954409,14.193046937495414
17.0,0.07859381076932444,0.06850846839721413,14.721307610666745
18.0,0.07900572703968413,0.0685194983201714,15.304006854390085
19.0,0.07901274708653112,0.06852721044649529,15.301274591095071
20.0,0.07941049763875703,0.06841097142073976,16.07859965964846
21.0,0.07966028480974663,0.06805649954096313,17.050223486441872
22.0,0.0798152967994212,0.06824936477953727,16.946578268156507
23.0,0.08024544196174781,0.06845845601133983,17.217720990458083
24.0,0.08048298966965192,0.07000983278750546,14.959551344644261
25.0,0.21595326450173183,0.152012836807935,42.062518558603166
26.0,0.2491947982511352,0.1842770031817627,35.228375732451234
27.0,0.2650456775183145,0.19961784090977805,32.776547582291535
28.0,0.2709088961103005,0.2071565283508385,30.77497400974569
29.0,0.27598090678223997,0.21138292191424957,30.559699091582935
30.0,0.2809002841315694,0.2184463171899376,28.5900754679826
31.0,0.28357522179514644,0.22201315096377594,27.729019909012088
32.0,0.2872748599242781,0.22531992286299493,27.49643097426173
33.0,0.2913789598407957,0.22743580431691712,28.114814954455426
34.0,0.29270259587616354,0.23027937944659127,27.107601462010233
35.0,0.293041535983459,0.23187181038466978,26.380837540065837
36.0,0.29481225853855203,0.23239556890979612,26.857951690543125
37.0,0.29489567842977216,0.23421943161066935,25.905727121719657
38.0,0.2956317695835387,0.2342552583592491,26.20069733084234
39.0,0.296711086670704,0.23673940250264844,25.33236273052799
40.0,0.29731887658550316,0.23808185885040464,24.88094557944427
41.0,0.29794452103854857,0.24050228891111913,23.884276689216044
42.0,0.30128507975959473,0.2438649636138653,23.54586542273789
43.0,0.30253514152611255,0.24450653103949202,23.73294907089738
44.0,0.30341640073848747,0.24584236847315394,23.41908460405213
45.0,0.3037773963377185,0.24599691125339002,23.488296983050926
46.0,0.3049739398485083,0.2476260847947935,23.159052529235225
47.0,0.3054028809959805,0.24751162243532604,23.389309152858573
48.0,0.30564800669672576,0.24799005898492668,23.250104438784636
49.0,0.3055984811602747,0.2478938889898439,23.27794057593526
50.0,0.3068322064105266,0.24892159396078306,23.264599719246213
51.0,0.3079031852140301,0.24963213411355983,23.342768473053344
