param,baseline_rmse,rmse_minus,rmse_plus,rel_change_minus_pct,rel_change_plus_pct,abs_effect_pct
sensors.gnss.modes.open.noise_lat.std,0.8673721056028395,0.8982928537824324,0.9060539592390625,3.5648769403418163,4.459660782996752,4.459660782996752
sensors.gnss.modes.open.noise.std,0.8673721056028395,0.9054113274810117,0.8995219992381714,4.3855712712520605,3.706586069307264,4.3855712712520605
sensors.balise.latency_ms.std,0.8673721056028395,0.8882976742061207,0.9029244698083075,2.412524966863853,4.098859529354877,4.098859529354877
sensors.gnss.modes.open.bias_lat.std,0.8673721056028395,0.9010247616485935,0.8831626327303657,3.8798407083156943,1.8205020688959612,3.8798407083156943
sensors.imu.accel_bias_mps2.std,0.8673721056028395,0.8829271097210127,0.8968200890266035,1.7933484392332653,3.3950807541011585,3.3950807541011585
sensors.gnss.modes.open.bias.std,0.8673721056028395,0.8882181513441162,0.8702939259469413,2.4033567146811,0.3368589242411829,2.4033567146811
sensors.odometry.drift_per_km_m,0.8673721056028395,0.8830990972971746,0.8735278160778146,1.8131770197295618,0.7096966152372128,1.8131770197295618
sensors.map.longitudinal.ref_error.std,0.8673721056028395,0.8694540928654698,0.8617255907050126,0.2400339196040083,-0.650991063852858,0.650991063852858
sensors.balise.multipath_tail_m.cap,0.8673721056028395,0.8675187506885668,0.8643531788509481,0.01690682519993405,-0.3480543969987605,0.3480543969987605
