param,src,abs_src
gnss_open,0.0756517165616803,0.0756517165616803
odometry,0.06463491070382518,0.06463491070382518
imu,0.0572983437431006,0.0572983437431006
balise,0.018406395322284646,0.018406395322284646
map,-0.00038373654469371865,0.00038373654469371865
