param,prcc,abs_prcc
gnss_open,0.028133216568003966,0.028133216568003966
imu,0.020613890343514216,0.020613890343514216
balise,-0.017305493266908153,0.017305493266908153
odometry,0.016834464015874382,0.016834464015874382
map,-0.004028337342518913,0.004028337342518913
