param,src,abs_src
gnss_open,0.07763687054795845,0.07763687054795845
odometry,0.07453722613390512,0.07453722613390512
imu,0.05512349312119313,0.05512349312119313
balise,0.01540427224588155,0.01540427224588155
map,0.00011205500121993698,0.00011205500121993698
