t_s,rmse,p95,var_secure,var_unsafe,share_out_of_spec
0.1,0.0248154842398224,0.04921927807354234,0.0005608774539997227,0.15325014350176902,0.0
0.2,0.024801180899255496,0.04916129871159796,0.0005608892421064104,0.15066516282499334,0.0
0.30000000000000004,0.024836343379572898,0.04935418149107218,0.0005609487779193537,0.15154895716377148,0.0
0.4,0.02480324655763484,0.04915426581362464,0.0005610764407559674,0.1543976363709676,0.0
0.5,0.024819384746848413,0.04924692352883453,0.0005609958535083749,0.15873215463121232,0.0
0.6000000000000001,0.024806842234593833,0.049096836828213086,0.0005612687279927543,0.15779145806102612,0.0
0.7000000000000001,0.024827921879278264,0.0491165232183375,0.0005612881977798535,0.1537537441355092,0.0
0.8,0.024813345164956434,0.04930485360099652,0.0005613485669121094,0.15650078188543956,0.0
0.9,0.02481900807842097,0.04902783623670102,0.0005614023173226529,0.15185183510361766,0.0
1.0,0.024830445287996886,0.049253519360469795,0.0005616937512654839,0.15458836285955105,0.0
1.1,0.024833782371743954,0.049296729679929305,0.0005617657928053267,0.15439882956969675,0.0
1.2000000000000002,0.024841939257366188,0.04920402055643047,0.0005618754962042363,0.15628444087333382,0.0
1.3,0.024830437060293222,0.04922985513971373,0.0005618453031307448,0.156308951111857,0.0
1.4000000000000001,0.02482875226652162,0.04930340796033052,0.0005620182388903407,0.15625332319551405,0.0
1.5,0.024848154877715176,0.04918183892660579,0.0005620012812716116,0.1561865976319134,0.0
1.6,0.02483131105892823,0.04922663396266716,0.0005619947244604553,0.14982042228026585,0.0
1.7000000000000002,0.024840550686539765,0.04929570201779667,0.000562253577776034,0.15242051027852938,0.0
1.8,0.024843172375351413,0.04917647735505467,0.0005623636065138735,0.15429835092202274,0.0
1.9000000000000001,0.024846165376686484,0.049323636306470256,0.0005624033246705481,0.15272681155424886,0.0
2.0,0.024840831060332358,0.04925274223642991,0.0005625023495641545,0.1558888263218789,0.0
2.1,0.024854947433294517,0.049313872131269566,0.0005626430458283793,0.15493731620989912,0.0
2.2,0.024858141114664858,0.04906806147635756,0.000562637936492477,0.15377785153760837,0.0
2.3000000000000003,0.024858516716832226,0.0491204040523249,0.0005625345936821368,0.15263339763189165,0.0
2.4000000000000004,0.024837954569759138,0.049168699395471534,0.000562745572710927,0.15517986823220564,0.0
2.5,0.024845019052332322,0.04905935630370134,0.0005628362183405597,0.15287326595069692,0.0
2.6,0.02485225423488086,0.04925516927732375,0.0005630611442180398,0.15207378311064534,0.0
2.7,0.024844002273801027,0.049309643875429944,0.0005631241100535169,0.15341838431608085,0.0
2.8000000000000003,0.02486019084893342,0.04927478583380514,0.0005631853558917166,0.15647181749388653,0.0
2.9000000000000004,0.02483270358707099,0.049234097755246786,0.0005631774000459471,0.15392022835075156,0.0
3.0,0.02486487699051676,0.04921719626337361,0.0005635257186007752,0.15340606672659668,0.0
3.1,0.024858907303192533,0.04913698703906013,0.0005636454361654091,0.15610772190628874,0.0
3.2,0.024858341887572244,0.04945859405873737,0.0005638495611826874,0.15202420676740708,0.0
3.3000000000000003,0.024870162733062535,0.0492934170627211,0.0005639416015233269,0.1560839638181505,0.0
3.4000000000000004,0.02488091039476748,0.04938583090373557,0.0005640167973710389,0.15370798340517933,0.0
3.5,0.024884954030308378,0.0495258811908877,0.0005642785236834886,0.15665268440076682,0.0
3.6,0.024879304966738,0.04931117835837329,0.0005641245392279446,0.15456963300752963,0.0
3.7,0.024880425709736833,0.04935636424874267,0.0005640747227578033,0.1577870915889788,0.0
3.8000000000000003,0.024885707811210946,0.04938807565215916,0.0005639891874296423,0.15481981908869386,0.0
3.9000000000000004,0.02489486439505474,0.04948901938746186,0.0005642724183990862,0.1530635398723201,0.0
4.0,0.024896494282352227,0.04953388968904986,0.0005643109094318024,0.15608232543818945,0.0
4.1000000000000005,0.02488867731295527,0.04943950183624743,0.0005643303858502644,0.15329762700482222,0.0
4.2,0.02487196228368388,0.049267313374014673,0.0005641741520657053,0.1556008507715458,0.0
4.3,0.024869227282712996,0.049489998636674,0.000564305839136565,0.15493867539561798,0.0
4.4,0.02489294416833895,0.04951446663208411,0.0005644053800631428,0.15437121777256863,0.0
4.5,0.024901663249952053,0.04942457294218328,0.0005645955236387737,0.15952872903442747,0.0
4.6000000000000005,0.024877396724204887,0.04933784570072581,0.0005649446751276736,0.15774720980813556,0.0
4.7,0.024892566227305485,0.04949475329054113,0.000564790063938296,0.1550882188697033,0.0
4.800000000000001,0.02489393056674683,0.049523150287573064,0.0005647368524342084,0.15788830561240524,0.0
4.9,0.024879733385219708,0.04955073246456553,0.0005646959443004871,0.15760129443960819,0.0
5.0,0.02486855980371468,0.0490711310443244,0.0005648320627132839,0.15814380696520003,0.0
5.1000000000000005,0.024913905985494603,0.04939676557495633,0.0005650672194496958,0.1596044927966813,0.0
5.2,0.024892715414396752,0.04973224183120495,0.0005649756307285285,0.1613815841689049,0.0
5.300000000000001,0.024887856929892028,0.04944265680438411,0.0005652812825287819,0.1589265885343354,0.0
