balise,map,odometry,imu,gnss_open,secure,unsafe,fused
0.0838309263829615,-0.029156213216333035,-0.781709902013799,-0.24009306938131666,-0.4918675723421765,-0.7270351888471704,-0.7319606417234932,-0.7306156946567247
0.12757667074936052,0.019254652151050815,-1.3467938312046839,0.22875471421482793,-0.04400469804495449,-1.1999625083042724,0.18475001616987344,-0.19336040227748263
0.20432926517931055,-0.02872028720406843,0.7047928931797264,-0.0572941084611281,0.7253169723865529,0.8804018711549686,0.6680228639254248,0.7260152008716746
0.1694459116779884,0.009040431740502727,-0.353168164347008,-0.17620689849514065,0.08161249017561659,-0.17468182092851686,-0.09459440831952406,-0.11646312443116037
0.020121151646888245,-0.016173108842654754,0.8587063415753234,-0.09216580111453772,0.18839904103977761,0.8626543843795569,0.0962332399252399,0.30551264956051694
0.059058758207202224,0.0015088144047196916,-0.4435713346209707,0.4710295866000054,-0.6260632470749764,-0.3830037620090488,-0.15503366047497102,-0.21728331082551627
0.19343814741741677,-0.005698696773611698,-0.3011827636593259,0.1633071371693005,0.20308540410522635,-0.11344331301552081,0.36639254127452686,0.23536827996039297
0.05863403081686909,-0.027738742799960706,-0.28188808242602675,0.3423726194139749,-0.023411662273139913,-0.25099279440911837,0.318960957140835,0.16332904966167577
0.03280194512100943,0.0011163029454456924,-0.6236258794121026,-0.03911259769061009,0.28387511745299154,-0.5897076313456474,0.24476251976238145,0.01690160824422582
0.15851991901252196,-0.011772245587671542,-1.3674816956534201,0.0343995674910592,-0.4975714667159271,-1.2207340222285699,-0.4631718992248679,-0.6700322592389982
0.043061382880891536,0.026756679967817283,-0.2783463342141218,-0.2730462163488071,-0.28734208376619264,-0.208528271365413,-0.5603883001149997,-0.4643091931856184
0.20706666806023377,0.02247053720365907,0.6172236512483893,-0.25960074442055786,-0.08974628030154314,0.8467608565122822,-0.349347024722101,-0.022737101371070184
0.07327066348737306,-0.02659413140280804,0.1145746480591313,0.16859785990192416,0.36062530786700114,0.16125118014369633,0.5292231677689253,0.4287445198483269
