param,prcc,abs_prcc
gnss_open,0.07297635984710338,0.07297635984710338
imu,0.05597832004441638,0.05597832004441638
odometry,0.04784201145442607,0.04784201145442607
balise,0.01928912867219426,0.01928912867219426
map,-0.0041024311945956115,0.0041024311945956115
