param,prcc,abs_prcc
gnss_open,0.07305982884737452,0.07305982884737452
imu,0.05620304039195979,0.05620304039195979
odometry,0.04727908286214025,0.04727908286214025
balise,0.019390978131914413,0.019390978131914413
map,-0.003998681009649268,0.003998681009649268
