t_s,p99_additive,p99_joint,bias_pct
1.0,0.07043730336508261,0.06752392456078697,4.314587493611888
2.0,0.07152998304926336,0.06766855291771684,5.706387923267586
3.0,0.07242683755789883,0.0674470419901497,7.383267554530271
4.0,0.0732396533440266,0.0678988328527001,7.865850217061743
5.0,0.07375541250172317,0.06808106168641107,8.334697895060451
6.0,0.07423117331630048,0.0679297408017636,9.276397112902401
7.0,0.07497126728689228,0.06797413733963216,10.293812060164932
8.0,0.07551256698779811,0.06824960139674904,10.64176997727495
9.0,0.07569746453313127,0.06824228289198175,10.924578318914179
10.0,0.07620184404725462,0.06834892378151626,11.489457084709853
11.0,0.07656264894954513,0.06852398313692548,11.731171255116157
12.0,0.07700696890410796,0.06850309288725319,12.413857036865483
13.0,0.077276089862388,0.06847989272321248,12.844934168820465
14.0,0.07760447131912551,0.06856770607429237,13.17933144072503
15.0,0.07799343621828593,0.06873560026577114,13.468764245483712
16.0,0.0784142280414197,0.06863682508662731,14.24512707639407
17.0,0.07871335547043887,0.06883395347701683,14.35251281436376
18.0,0.07903744318728435,0.06878628746074876,14.902905949656265
19.0,0.0792122100670038,0.06866609457934726,15.358548570823327
20.0,0.07945717148922735,0.06874143572032006,15.58846663096347
21.0,0.07987140607543633,0.06869178889156845,16.275041550475787
22.0,0.08008625181470812,0.06884425921961569,16.32960064139852
23.0,0.08040357441603006,0.06894197513227077,16.624994079106802
24.0,0.08053817303744143,0.07006244292110987,14.951990937751347
25.0,0.22585808502748494,0.16027188260627573,40.92183941105154
26.0,0.2543561919671999,0.18980087177671978,34.012130495597745
27.0,0.2634412953230112,0.2012922384071347,30.875038902480423
28.0,0.27837362774773183,0.2094187447975606,32.926796030999064
29.0,0.2851960982770349,0.2160953504042039,31.976971158138667
30.0,0.28830575497988187,0.22038960415560996,30.81640401528127
31.0,0.2894957613080956,0.22266040721632813,30.016721395300827
32.0,0.2909998383878821,0.2259305476034856,28.800572332783858
33.0,0.29302381543640243,0.23024645798372084,27.265286946181888
34.0,0.2942464523422993,0.23308696509765758,26.238913539852994
35.0,0.2949472234844243,0.23550611563687843,25.23973005405804
36.0,0.29553345857425684,0.23763016008432813,24.3669820654838
37.0,0.2962867595189584,0.23798495206125717,24.49810668814656
38.0,0.2968311214815545,0.2390541486425585,24.16898981551916
39.0,0.29838610174049784,0.23939124634334719,24.643697837028355
40.0,0.29866190310560087,0.2401488019163942,24.365352115967465
41.0,0.2991810540543468,0.23947019815235177,24.934566540094806
42.0,0.3001649805275847,0.23948102890677578,25.339774051343223
43.0,0.300283580813661,0.24079944985845092,24.7027686276595
44.0,0.30160347109640306,0.24137304293334427,24.95325386426501
45.0,0.30216658917950967,0.24167646627709466,25.029380739562757
46.0,0.3040628756373031,0.24275066911591942,25.257276012741126
47.0,0.30496247529874854,0.2445929797811742,24.681614154087363
48.0,0.30632201501260453,0.24682263362514623,24.1061285642957
49.0,0.3066481674142975,0.24713148943286325,24.083000558940416
50.0,0.30736632880862674,0.24685930921002935,24.510730339570742
51.0,0.30734473709487475,0.24966025342177475,23.10519311043402
52.0,0.3093301383278944,0.25141026318718956,23.037991530831082
53.0,0.30979046029073626,0.2508685946927075,23.487143008156508
54.0,0.3098257662776251,0.25143962387795005,23.220740430321342
55.0,0.3091723584688504,0.2508477652789052,23.25099174198222
56.0,0.30927597768277604,0.25147469243033926,22.984931284267596
57.0,0.3097631360040724,0.25038838433895527,23.713061539124936
58.0,0.3093548588573647,0.250225804033391,23.63027868064449
59.0,0.30994857366455314,0.2506928929401755,23.636761309590938
60.0,0.31146319206862383,0.25057387916765683,24.299944233303926
61.0,0.3126112073565105,0.2507631023343372,24.66395751465562
62.0,0.31269786884052897,0.25170908867389763,24.22986809413368
