t_s,p99_additive,p99_joint,bias_pct
1.0,0.08390182319980062,0.08067230059982868,4.0032608168593775
2.0,0.08513113425686185,0.08116265509352082,4.889538370532964
3.0,0.08616583314922349,0.08126902410687295,6.025431086647459
4.0,0.08707424513028175,0.08113829059056056,7.315848653597046
5.0,0.08777864028973366,0.08129517759610623,7.97521191950501
6.0,0.0884354348967146,0.08111108452632833,9.030023964244748
7.0,0.08913220012710125,0.0810917889853655,9.915197632631823
8.0,0.08967489299501649,0.08163310776753795,9.851132031355082
9.0,0.09016576683735697,0.08180523326607779,10.220047345975903
10.0,0.09058505894494204,0.08170214295981855,10.872317008248045
11.0,0.09106468589073641,0.08161154837735193,11.583088057189483
12.0,0.0917691519741934,0.08151673980563975,12.577063549153777
13.0,0.09209443658519383,0.08125006573142617,13.346907176191047
14.0,0.09259411471557498,0.08143991438132712,13.69623288406272
15.0,0.09287110077020067,0.08158195241063776,13.83780116310489
16.0,0.09323477144078926,0.0815613010225716,14.312511291337904
17.0,0.0937661999629758,0.08166519090294928,14.817829881041146
18.0,0.09428106972047673,0.08206685195624923,14.883253680473874
19.0,0.0947545103910564,0.0814278239489215,16.366256392280043
20.0,0.09521712812938671,0.08159469301531855,16.69524648068801
21.0,0.09566312646456737,0.08154510272712726,17.31314728326847
22.0,0.09593213964549456,0.08157987739461149,17.592895097720596
23.0,0.09621134156782563,0.08166701649478532,17.809301352362983
24.0,0.0964528436139916,0.08388323142053805,14.984654239698258
25.0,0.27687524679760434,0.20053094552640588,38.0710822814853
26.0,0.30353281279910227,0.23222624330675384,30.70564656129655
27.0,0.31672649266920605,0.2456483597089736,28.934910473019503
28.0,0.3263606707531557,0.25427598197587153,28.348996321691278
29.0,0.3294203055335261,0.2566808469880186,28.33848313929821
30.0,0.3321792732542452,0.25989152551965655,27.814584407878762
31.0,0.3387620192694882,0.2668933222419445,26.927873812591365
32.0,0.3404765656723554,0.2719034523683876,25.219655251402152
33.0,0.3447274173464094,0.27494864352067905,25.378839092356607
34.0,0.3470076715399242,0.27960197619539673,24.107732091786694
35.0,0.3477182709340999,0.2807364358871401,23.859330847203395
36.0,0.3502981970870061,0.28148689732534066,24.445649305705984
37.0,0.35252453107804943,0.2839463404738511,24.151813504535657
38.0,0.35528256816540515,0.2861142175278167,24.175083375877236
39.0,0.3573966216508109,0.288339181516013,23.950071499721837
40.0,0.3580351495942396,0.28841988823010206,24.136775654180376
41.0,0.35860402740024894,0.2894669658431706,23.88426650194546
42.0,0.3606594205921841,0.2909083758937588,23.97698054726989
43.0,0.3617173564610706,0.2940963483557097,22.99280779357835
44.0,0.36304584524430666,0.29375246176897135,23.58903924006355
45.0,0.3655232245644729,0.29357972742845695,24.50560798805428
46.0,0.3662124698985549,0.29361589927658194,24.72501346174991
47.0,0.36662488962390316,0.29544315348446243,24.093208896507477
48.0,0.36769035642586106,0.295170488974387,24.568806896466832
49.0,0.3688243255324472,0.29598164698120627,24.610538962189832
50.0,0.369595670799512,0.2977350885029561,24.135745188072598
51.0,0.369311364596378,0.29763134159244237,24.083492894404145
52.0,0.3696178580532168,0.29633295643131197,24.730594431501164
53.0,0.3693121000523609,0.2967679522385649,24.444737804936388
54.0,0.3694207999880346,0.2960246279976999,24.79394112806892
55.0,0.3692956644032048,0.29537888037782195,25.024397116962184
56.0,0.36986316280533804,0.2973683015307023,24.378812705143304
57.0,0.3704641684108556,0.29861183874442737,24.062116883424856
58.0,0.37143474579399066,0.29895323963074616,24.24509808047923
59.0,0.3728051342107855,0.29999415142645836,24.270800759986244
60.0,0.3729641241259494,0.29972605783731915,24.43500135326284
61.0,0.37312144879661,0.3003225474508866,24.240238358270005
62.0,0.37293680475865265,0.3010582044732395,23.875316871426545
63.0,0.3728806668120915,0.3007797058851485,23.971351629180205
64.0,0.3733235973352111,0.30101447024512157,24.021810988424196
65.0,0.3735280593930397,0.300565464545986,24.275109236939805
66.0,0.3732380764019877,0.2999221433214312,24.4449883788616
67.0,0.3736806890914591,0.30082777697308605,24.217481793541594
